7.97965 -1.00121 -1.72283
8.10531 -0.997821 -1.72024
8.23097 -0.9986 -1.71696
8.35664 -0.999582 -1.71814
8.4823 -0.999757 -1.71349
8.60796 -0.999638 -1.71148
8.73363 -0.99715 -1.70844
8.85929 -0.997682 -1.70609
8.98495 -1.00043 -1.70241
9.11062 -0.999332 -1.70135
9.23628 -0.99805 -1.69751
9.36195 -1.00032 -1.69219
9.48761 -0.999944 -1.68819
9.61327 -0.998724 -1.6851
9.73894 -1.0005 -1.68062
9.8646 -1.00306 -1.67846
9.99026 -0.998714 -1.67569
10.1159 -1.00035 -1.67019
10.2416 -0.99764 -1.66527
10.3673 -0.999628 -1.66027
10.4929 -1.00208 -1.65577
10.6186 -1.00063 -1.65187
10.7442 -0.999271 -1.64927
10.8699 -0.998573 -1.64446
10.9956 -1.00002 -1.63868
11.1212 -0.998975 -1.63371
11.2469 -1.0009 -1.6293
11.3726 -1.00081 -1.62332
11.4982 -0.998459 -1.6208
11.6239 -0.996375 -1.61436
11.7496 -0.99808 -1.61122
11.8752 -0.999454 -1.60621
12.0009 -1.0005 -1.59646
12.1265 -0.99828 -1.5941
12.2522 -0.998588 -1.58693
12.3779 -1.00068 -1.58464
12.5035 -1.00129 -1.57889
12.6292 -1.00072 -1.5758
12.7549 -1.00044 -1.57117
12.8805 -0.99921 -1.56832
13.0062 -1.0018 -1.56075
13.1319 -0.996425 -1.55696
13.2575 -0.998839 -1.55123
13.3832 -0.996674 -1.54616
13.5088 -1.00245 -1.53397
13.6345 -1.0023 -1.53137
13.7602 -0.999892 -1.52295
13.8858 -1.00166 -1.51823
14.0115 -1.00085 -1.51374
14.1372 -1.00077 -1.5075
14.2628 -1.00042 -1.50206
14.3885 -0.999503 -1.49882
14.5142 -1.00236 -1.493
14.6398 -1.00005 -1.48719
14.7655 -1.00247 -1.48423
14.8911 -1.00273 -1.47589
15.0168 -1.00267 -1.47032
15.1425 -1.00034 -1.46481
15.2681 -1.00186 -1.4582
15.3938 -1.00413 -1.45533
15.5195 -1.00046 -1.45022
15.6451 -1.00336 -1.44419
15.7708 -0.997825 -1.43793
15.8965 -0.999315 -1.43365
16.0221 -1.00259 -1.42801
16.1478 -1.00213 -1.42185
16.2734 -1.00103 -1.41648
16.3991 -1.00002 -1.41032
16.5248 -1.00063 -1.40414
16.6504 -0.999829 -1.40339
16.7761 -1.0009 -1.39809
16.9018 -1.00032 -1.39118
17.0274 -0.998971 -1.38538
17.1531 -0.997211 -1.37992
17.2788 -0.998727 -1.37622
17.4044 -0.998219 -1.36786
17.5301 -0.998991 -1.36076
17.6558 -0.999325 -1.35863
17.7814 -1.00082 -1.35661
17.9071 -0.997012 -1.35001
18.0327 -0.995166 -1.3429
18.1584 -0.995652 -1.33543
18.2841 -1.00003 -1.33095
18.4097 -0.998771 -1.32576
18.5354 -0.998162 -1.32229
18.6611 -1.00137 -1.3178
18.7867 -1.00072 -1.31551
18.9124 -0.993086 -1.30898
19.0381 -0.997549 -1.3089
19.1637 -0.997561 -1.30255
19.2894 -1.00104 -1.29506
19.415 -1.00007 -1.29061
19.5407 -0.998336 -1.28895
19.6664 -1.00064 -1.279
19.792 -1.00098 -1.27855
19.9177 -0.999402 -1.27169
20.0434 -0.998797 -1.27315
20.169 -0.998805 -1.269
20.2947 -0.998812 -1.26485
20.4204 -0.99882 -1.2607
20.546 -0.998827 -1.25656
20.6717 -0.998835 -1.25243
20.7973 -0.998842 -1.2483
20.923 -0.99885 -1.24417
21.0487 -0.998857 -1.24006
21.1743 -0.998865 -1.23595
21.3 -0.998872 -1.23185
21.4257 -0.998879 -1.22776
21.5513 -0.998886 -1.22368
21.677 -0.998894 -1.2196
21.8027 -0.998901 -1.21554
21.9283 -0.998908 -1.21149
22.054 -0.998915 -1.20744
22.1796 -0.998922 -1.20341
22.3053 -0.998929 -1.19939
22.431 -0.998936 -1.19538
22.5566 -0.998943 -1.19138
22.6823 -0.99895 -1.1874
22.808 -0.998956 -1.18343
22.9336 -0.998963 -1.17946
23.0593 -0.99897 -1.17552
23.185 -0.998976 -1.17158
23.3106 -0.998983 -1.16766
23.4363 -0.99899 -1.16375
23.5619 -0.998996 -1.15986
23.6876 -0.999003 -1.15598
23.8133 -0.999009 -1.15211
23.9389 -0.999016 -1.14826
24.0646 -0.999022 -1.14442
24.1903 -0.999028 -1.14059
24.3159 -0.999034 -1.13678
24.4416 -0.999041 -1.13299
24.5673 -0.999047 -1.12921
24.6929 -0.999053 -1.12544
24.8186 -0.999059 -1.12169
24.9442 -0.999065 -1.11796
25.0699 -0.999071 -1.11424
25.1956 -0.999077 -1.11054
25.3212 -0.999083 -1.10685
25.4469 -0.999089 -1.10317
25.5726 -0.999095 -1.09952
25.6982 -0.9991 -1.09587
25.8239 -0.999106 -1.09225
25.9496 -0.999112 -1.08864
26.0752 -0.999117 -1.08504
26.2009 -0.999123 -1.08146
26.3265 -0.999129 -1.0779
26.4522 -0.999134 -1.07435
26.5779 -0.99914 -1.07082
26.7035 -0.999145 -1.0673
26.8292 -0.99915 -1.0638
26.9549 -0.999156 -1.06032
27.0805 -0.999161 -1.05685
27.2062 -0.999166 -1.0534
27.3319 -0.999172 -1.04997
27.4575 -0.999177 -1.04655
27.5832 -0.999182 -1.04314
27.7088 -0.999187 -1.03975
27.8345 -0.999192 -1.03638
27.9602 -0.999197 -1.03302
28.0858 -0.999202 -1.02968
28.2115 -0.999207 -1.02636
28.3372 -0.999212 -1.02305
28.4628 -0.999217 -1.01976
28.5885 -0.999222 -1.01648
28.7142 -0.999226 -1.01322
28.8398 -0.999231 -1.00997
28.9655 -0.999236 -1.00674
29.0911 -0.99924 -1.00353
29.2168 -0.999245 -1.00033
29.3425 -0.99925 -0.997149
29.4681 -0.999254 -0.993981
29.5938 -0.999259 -0.990829
29.7195 -0.999263 -0.987693
29.8451 -0.999268 -0.984571
29.9708 -0.999272 -0.981466
